,stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,far_price,near_price,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
1984700,47,184,360,0.0,0,1.001203,6230095.9,1.001203,1.001203,1.001203,11154.16,1.001443,47707.98,1.001248,15.280247,10156,184_360_47
3037411,199,280,470,1240906.65,-1,1.005828,22381792.02,1.004192,1.004192,1.005828,263850.7,1.006237,159334.2,1.006084,-5.400181,15447,280_470_199
2653605,64,245,440,158343.6,-1,1.005093,4698582.42,1.003084,1.004827,1.004752,2651.6,1.005396,85701.59,1.004771,0.859499,13519,245_440_64
1803263,51,167,510,0.0,0,0.996803,14704851.58,0.996803,0.996803,0.996247,3883.99,0.996803,13037.44,0.996374,-3.3199787,9236,167_510_51
4085457,77,376,120,0.0,0,0.999653,39447995.1,,,0.999401,11723.82,0.999748,3486.67,0.999668,19.910336,20692,376_120_77
2424126,32,224,460,575308.69,1,0.998274,24391933.73,0.999044,0.999044,0.997966,10360.0,0.99812,6476.0,0.99806,18.860102,12366,224_460_32
3943664,84,363,180,3225176.2,1,1.00048,154488726.82,,,1.00048,3393.27,1.000589,35954.24,1.00049,0.20980835,19983,363_180_84
1821516,183,169,330,190895.38,-1,1.000171,56871962.87,0.999633,0.999633,1.000306,445.98,1.00044,12786.48,1.00031,-4.810095,9328,169_330_183
3692240,60,340,260,6429478.04,1,0.998753,27260547.3,,,0.998578,21490.28,0.998753,3544.23,0.998728,-24.420023,18726,340_260_60
767208,82,72,120,318147.34,1,1.010532,5468857.78,,,1.010088,8751.05,1.010532,8186.4,1.010317,-57.529808,3972,72_120_82
3896298,118,359,10,11674932.29,1,0.998692,12382291.71,,,0.997607,88208.35,0.999538,103254.72,0.998497,1.6105175,19746,359_10_118
2456132,199,227,410,1431227.62,1,1.004506,24266090.02,1.021543,1.01553,1.004172,59879.52,1.004506,46578.43,1.00436,6.8199635,12526,227_410_199
3986227,47,367,110,4613735.8,-1,1.000086,3690499.48,,,0.999984,24946.65,1.000291,2348.64,1.000264,-1.3202429,20196,367_110_47
2337435,106,216,500,0.0,0,1.001438,11569350.17,1.001438,1.001438,1.001438,21572.24,1.001598,7526.4,1.001556,0.5698204,11930,216_500_106
1932072,22,179,450,3719755.74,1,1.002346,27521415.62,1.02797,1.014802,1.002168,16896.0,1.002346,36501.84,1.002224,-6.2799454,9890,179_450_22
3195370,135,295,160,977677.31,-1,1.000817,3737472.52,,,1.000817,50009.75,1.001413,46742.78,1.001125,-2.4998188,16241,295_160_135
1604347,107,149,310,2258065.24,-1,1.002644,7844798.47,0.956616,0.960089,1.002529,788.04,1.003292,26288.0,1.002551,11.370182,8226,149_310_107
3643419,39,336,20,2856499.3,1,1.000022,10429683.47,,,0.999545,11992.76,1.000087,461.51,1.000067,-3.1000376,18482,336_20_39
145111,186,13,410,3511354.16,1,1.000701,48156882.12,1.019328,1.014704,1.000569,54229.84,1.000701,151.5,1.000701,3.4105778,756,13_410_186
2502181,79,231,530,669481.37,-1,0.998814,19451449.6,0.998123,0.998123,0.998814,161800.2,0.999506,201302.95,0.999123,-6.740093,12758,231_530_79
5227588,8,480,30,8588527.62,1,0.99989,45413676.36,,,0.999486,13350.1,0.99989,10684.4,0.999711,0.28014183,26403,480_30_8
1614168,76,150,260,1238241.21,-1,1.003817,3632824.47,,,1.003817,441.05,1.004499,88.27,1.004386,8.620024,8276,150_260_76
2578842,126,238,530,3654994.65,1,1.003437,62789004.31,1.004282,1.004282,1.003268,13769.2,1.003437,52711.68,1.003303,0.28967857,13143,238_530_126
1992548,175,185,200,104434210.73,1,1.001704,227851693.08,,,1.000866,18253.6,1.001735,2283.68,1.001638,3.4999847,10195,185_200_175
3754206,26,346,60,21469115.93,1,1.000387,130617394.23,,,0.999653,227722.52,1.000387,532841.64,0.999873,-5.6797266,19036,346_60_26
4921990,10,452,150,239431.58,-1,0.999646,3541932.35,,,0.999646,7994.88,0.999826,6108.3,0.999748,-8.329749,24875,452_150_10
4112121,141,378,350,7541031.38,1,1.001638,128041752.74,1.005974,1.00414,1.001388,24978.72,1.001638,26666.64,1.001509,-3.7902594,20825,378_350_141
2312141,84,214,330,12105015.7,-1,0.999967,165984482.23,0.986679,0.997134,0.999775,23467.7,1.000389,9392.84,1.000213,-2.4801493,11803,214_330_84
2016919,192,187,330,757296.72,-1,0.999048,14286619.1,0.987956,0.994331,0.998698,34305.0,0.999659,12476.14,0.999403,-3.709793,10318,187_330_192
2726655,81,252,260,835765.55,1,0.998671,11795683.07,,,0.998214,11018.7,0.998728,34998.0,0.998337,11.179447,13886,252_260_81
1589330,60,148,100,0.0,0,1.000179,11397781.41,,,1.000123,38989.3,1.000514,27911.52,1.000351,0.44941902,8150,148_100_60
1075504,155,100,410,299852.12,-1,0.993075,2409409.75,0.977561,0.987277,0.992762,6335.0,0.994329,14720.4,0.993234,4.709959,5541,100_410_155
36761,92,3,270,0.0,0,1.003036,4559326.03,,,1.003036,181838.6,1.003583,1432.58,1.003578,-12.850165,192,3_270_92
2585350,66,239,310,126986.56,1,0.999432,5542555.13,1.018359,0.99977,0.999094,9695.68,0.999432,16559.2,0.999219,1.9299984,13176,239_310_66
5218933,153,479,140,2331527.41,1,0.996311,1200978.81,,,0.995768,19752.18,0.996311,14129.5,0.996085,3.7896633,26359,479_140_153
4951085,105,454,500,0.0,0,0.998137,45837664.99,0.998137,0.998137,0.998137,132525.32,0.998269,92991.36,0.998214,1.180172,25020,454_500_105
1808657,128,168,230,4951156.11,-1,1.002497,9322668.91,,,1.002497,43366.4,1.002704,82587.46,1.002568,-0.16987324,9263,168_230_128
1376921,162,128,310,315456.87,-1,0.99636,11520244.65,0.990737,0.993211,0.99636,14884.8,0.997184,15695.18,0.996761,-3.4302473,7071,128_310_162
79499,39,7,300,3587887.65,1,1.001962,16491516.57,1.040526,1.021283,1.001243,2338.26,1.002039,117006.0,1.001258,3.0601025,415,7_300_39
2471047,189,229,60,5182267.49,-1,1.000199,9526544.35,,,1.000529,12096.0,1.000695,18147.0,1.000596,9.200573,12601,229_60_189
3249538,103,300,120,3325234.18,-1,0.996688,7149988.07,,,0.996553,44662.78,0.996957,29590.0,0.996796,6.5898895,16512,300_120_103
4353169,189,400,300,1961309.8,-1,0.997351,14744790.27,0.965971,0.979318,0.996925,3159.45,0.997209,8146.68,0.997004,3.759861,22030,400_300_189
270016,94,25,320,300650.03,1,1.002063,3309039.55,1.023479,1.005694,1.001285,89175.9,1.002063,540.88,1.002058,-16.549826,1407,25_320_94
5216436,56,479,20,653180.6,-1,1.000262,8593949.53,,,1.000262,926.86,1.0005,16856.0,1.000275,-0.06020069,26347,479_20_56
4143955,175,381,290,8026121.42,1,1.000598,384068933.83,,,1.000397,50824.06,1.000497,9947.0,1.000481,-5.030036,20984,381_290_175
4367375,195,401,460,282088.92,1,0.998909,24505841.69,0.999585,0.99936,0.998797,93975.66,0.998909,11448.75,0.998897,-2.5200844,22101,401_460_195
1285346,192,120,60,0.0,0,1.002299,4243622.7,,,1.000843,44033.6,1.002471,584.95,1.002449,-12.760162,6606,120_60_192
2284003,5,212,20,482038.32,1,1.001417,7536156.12,,,1.000889,10422.5,1.001417,94.8,1.001413,7.380247,11662,212_20_5
536033,33,50,350,0.0,0,1.002658,8470147.79,1.002658,1.002658,1.002658,82197.92,1.00312,22120.4,1.003022,0.79989433,2785,50_350_33
2430302,39,225,220,5698078.39,-1,1.000642,50107169.6,,,1.000562,55991.36,1.000853,16650.92,1.000787,-3.119707,12397,225_220_39
1189344,128,111,140,402006.26,-1,1.002421,16654274.67,,,1.002421,7198.4,1.002574,39400.9,1.002445,-5.8299303,6119,111_140_128
4533431,51,416,520,374797.57,-1,1.001743,9733418.56,1.001092,1.001255,1.001743,36972.0,1.002068,9246.0,1.002003,-4.540086,22932,416_520_51
3775289,109,348,10,9537635.78,-1,1.000301,31796949.4,,,1.000301,146921.76,1.000626,164245.4,1.000454,1.0299683,19141,348_10_109
2706494,19,250,350,3351.1,1,1.002584,4985881.7,1.002584,1.002584,1.001939,16927.9,1.002584,13999.0,1.002292,2.8896332,13785,250_350_19
4455864,84,409,490,18047735.1,1,0.999437,361383548.42,1.000287,1.000287,0.999342,61117.72,0.999437,744480.0,0.999349,-0.7200241,22544,409_490_84
2375030,89,220,190,2878703.2,1,1.000811,21826029.5,,,0.999838,9242.0,1.000487,4346.56,1.000279,4.6002865,12119,220_190_89
2797043,23,258,500,173782.72,-1,0.999653,24299107.63,0.999381,0.999562,0.999562,25051.72,0.999834,1435.07,0.999819,-3.079772,14240,258_500_23
1981245,158,184,180,3401263.19,-1,1.001652,2280646.32,,,1.001652,9366.0,1.00208,2342.5,1.001994,7.699728,10138,184_180_158
4317974,194,397,190,2899246.19,-1,0.998157,3393788.98,,,0.998157,9684.54,0.998477,11432.05,0.998304,-0.6699562,21854,397_190_194
496292,62,46,500,869120.92,1,0.999424,8132660.57,1.00376,1.001181,0.99905,72959.25,0.999461,109617.6,0.999214,9.599924,2580,46_500_62
1240338,98,115,530,0.0,0,0.999724,3406707.17,0.999724,0.999724,0.999051,205246.32,0.999724,271570.81,0.999341,-9.189844,6378,115_530_98
4440634,54,408,280,0.0,0,0.999568,33536337.88,,,0.999728,375.47,1.000154,17278.98,0.999737,17.050505,22468,408_280_54
3053552,21,282,190,2708775.21,1,1.000589,4913644.37,,,1.000402,117458.0,1.000589,21253.2,1.00056,2.95043,15529,282_190_21
807565,62,75,530,0.0,0,1.000522,9658515.14,1.000522,1.000522,1.000075,76891.1,1.000596,57294.87,1.000374,-4.940033,4178,75_530_62
4590863,83,422,90,30848716.45,-1,1.000498,112474483.63,,,1.000498,173482.49,1.000805,153784.04,1.000661,-1.7899275,23219,422_90_83
1885302,141,175,270,14146162.04,-1,0.99559,62965552.91,,,0.995417,7671.5,0.99559,801.64,0.995574,-7.659793,9652,175_270_141
2384295,1,221,110,804076.2,1,0.999145,3913544.11,,,0.998493,229.74,0.999536,20621.54,0.998505,-5.2797794,12166,221_110_1
4130483,103,380,170,8171746.2,1,1.001765,7179867.19,,,1.00162,30294.27,1.001765,39983.15,1.001683,-8.689761,20917,380_170_103
3398259,24,313,410,46848.88,-1,0.999709,12781625.03,0.999261,0.999597,0.999709,32383.23,0.999821,8922.0,0.999797,3.2794476,17256,313_410_24
3092801,67,285,510,0.0,0,0.998177,37247921.82,0.998177,0.998177,0.9981,15917.43,0.998332,12555.68,0.99823,16.390085,15726,285_510_67
4519819,39,415,390,3808316.09,1,0.998722,41741510.3,1.000698,1.000698,0.998185,7903.13,0.99898,22797.74,0.99839,6.0904026,22864,415_390_39
2441491,84,226,230,42435269.52,-1,0.996882,173274241.03,,,0.996578,72048.34,0.99735,2325.94,0.997326,-11.969805,12453,226_230_84
1306601,171,122,40,14575700.48,-1,0.998648,11792189.78,,,0.99852,34489.92,1.000191,15562.0,0.999672,-3.0601025,6714,122_40_171
4958948,168,455,340,17843524.27,-1,0.999066,643628965.87,0.996544,0.996892,0.999066,105937.8,0.999152,41367.6,0.999128,0.4196167,25059,455_340_168
2875229,2,266,30,0.0,0,0.999252,1636037.67,,,0.999252,10877.58,0.999825,978.32,0.999778,-7.619858,14633,266_30_2
1067499,27,100,10,8943241.98,1,0.999686,12718669.64,,,0.999424,1069.04,0.999817,6111.2,0.999482,-4.85003,5501,100_10_27
379074,96,35,500,1111300.96,-1,0.999098,49651964.42,0.998771,0.998771,0.999098,35595.12,0.999261,18351.0,0.999206,-4.619956,1975,35_500_96
2590452,194,240,10,2943478.97,-1,1.001272,2251310.43,,,1.001587,12724.0,1.001902,6554.92,1.001795,-16.720295,13201,240_10_194
3794645,65,349,430,1537590.0,-1,0.997999,26228733.07,0.992612,0.995189,0.997999,184799.57,0.998234,102756.82,0.99815,2.2602081,19238,349_430_65
1185095,14,110,480,1819203.84,1,0.998529,162221561.34,0.998666,0.998627,0.998315,106861.7,0.998549,20456.8,0.998511,1.4305115,6098,110_480_14
4160914,134,383,40,633271.66,-1,0.999948,3566642.18,,,0.999948,100651.84,1.000793,93508.35,1.000386,11.969805,21069,383_40_134
2182771,64,202,430,0.0,0,1.002036,10756161.56,1.002036,1.002036,1.001713,9783.9,1.002179,87257.04,1.00176,-2.359748,11153,202_430_64
363832,20,34,260,5900285.23,1,1.001759,14945593.01,,,1.001217,369.54,1.001867,3328.02,1.001282,6.9105625,1896,34_260_20
251384,86,23,450,1674287.12,1,1.002946,4928410.72,1.010934,1.006375,1.002361,8149.12,1.002988,1918.64,1.002868,-0.6502867,1310,23_450_86
877058,174,82,220,21189418.46,1,1.004384,16600939.81,,,1.003628,16729.02,1.00446,40528.4,1.003871,-10.61976,4532,82_220_174
579536,81,54,390,0.0,0,0.998404,12020777.07,0.998404,0.998404,0.997765,27494.4,0.998404,52960.6,0.997984,-0.680089,3009,54_390_81
1300148,19,121,270,3130985.1,-1,0.994428,4176227.3,,,0.993478,30618.9,0.995377,52440.0,0.994179,28.350353,6682,121_270_19
909222,194,85,210,355708.86,1,0.996471,3603795.3,,,0.99568,27580.84,0.996471,8613.27,0.996283,-7.5799227,4696,85_210_194
2557540,117,237,10,0.0,0,0.999696,803247.8,,,0.999696,22465.2,1.000559,211853.61,0.999779,2.3198128,13036,237_10_117
844777,34,79,230,13579260.23,-1,0.998138,25226278.4,,,0.998014,13525.89,0.998851,12247.97,0.998454,-8.199811,4368,79_230_34
3274598,163,302,270,6293513.74,1,1.002611,105147569.65,,,1.002013,17829.98,1.002846,469.6,1.002824,-8.31008,16637,302_270_163
74148,64,7,20,1028271.33,1,0.999822,2572524.42,,,0.998999,21208.76,0.99993,46149.0,0.999292,-0.78976154,387,7_20_64
2200411,193,204,210,22299224.5,-1,0.997021,32268235.75,,,0.996894,15961.89,0.997147,16988.4,0.997017,1.2397766,11241,204_210_193
2151823,161,199,520,145797.84,1,1.008099,4811174.61,1.009395,1.008099,1.00745,16534.56,1.008099,113297.3,1.007533,8.510351,10997,199_520_161
2022674,5,188,80,2555037.12,1,1.002904,6038359.12,,,1.002256,11263.07,1.002904,12880.4,1.002558,6.0999393,10348,188_80_5
228530,80,21,360,0.0,0,1.004426,11182845.36,1.004426,1.004426,1.003854,53197.71,1.004426,77821.81,1.004086,7.170439,1191,21_360_80
3216036,1,297,100,0.0,0,0.999949,1240777.01,,,0.999088,11740.08,1.000886,41030.55,0.999489,-21.129847,16345,297_100_1
25345,138,2,220,293719.92,1,0.99691,463416.32,,,0.996121,1362.6,0.997173,3789.0,0.996399,7.059574,132,2_220_138
1622983,26,151,160,9760021.33,1,0.995402,5778083.79,,,0.994727,218033.46,0.995402,93584.26,0.9952,3.759861,8321,151_160_26
2302122,15,213,380,0.0,0,0.999613,24433541.34,0.999613,0.999613,0.999613,26319.86,0.999857,4305.7,0.999823,1.4996529,11753,213_380_15
3789920,140,349,190,18038722.03,-1,0.998701,103194668.34,,,0.998701,9751.54,0.998998,16818.0,0.99881,-1.7601252,19214,349_190_140
5043207,27,463,160,686419.7,-1,1.001669,5729523.34,,,1.001568,14555.94,1.002175,18131.64,1.001838,-13.7501955,25481,463_160_27
2083375,169,193,380,1836455.9,-1,1.001437,20337481.35,0.977943,0.995845,1.001437,9957.2,1.001839,85417.29,1.001479,4.309416,10653,193_380_169
305197,141,28,500,0.0,0,0.997368,68156637.02,0.997368,0.997368,0.997368,3695.22,0.997587,13552.11,0.997415,1.9001961,1590,28_500_141
1634732,155,152,200,441372.75,1,0.99771,1309292.39,,,0.997092,5250.7,0.997956,8489.25,0.997423,-22.550224,8380,152_200_155
1397540,94,130,260,0.0,0,0.997521,2164706.0,,,0.997473,22915.2,0.998335,42742.5,0.997774,-2.7400255,7176,130_260_94
2183895,194,202,480,555537.54,-1,1.004276,7980905.3,1.001747,1.003644,1.004276,8419.05,1.004592,56250.6,1.004317,-4.479885,11158,202_480_194
936578,109,87,510,0.0,0,0.999918,40877743.98,0.999918,0.999918,0.999646,847344.75,0.999918,110206.48,0.999887,2.2602081,4836,87_510_109
241307,190,22,470,54423.25,-1,1.002347,39865030.62,1.002255,1.002311,1.002329,2727.5,1.00288,28927.4,1.002376,-7.069707,1257,22_470_190
140681,172,13,180,2116555.89,1,1.003767,763706.42,,,1.002864,20458.48,1.003917,6671.0,1.003658,7.0798397,733,13_180_172
748540,33,70,270,1393490.16,-1,0.999145,2032277.17,,,0.999089,17995.17,0.999593,52408.44,0.999218,4.8303604,3877,70_270_33
4125583,3,379,480,3663849.15,1,1.003411,77398432.48,1.003756,1.003756,1.003362,211534.02,1.003461,20381.0,1.003452,3.6203861,20893,379_480_3
1528866,75,142,330,0.0,0,1.001703,45050358.35,1.001703,1.001703,1.001435,21342.75,1.001703,17019.06,1.001584,-3.4201145,7843,142_330_75
4399961,181,404,440,859355.32,1,1.004248,15355468.14,1.006277,1.006277,1.00389,77203.8,1.004307,36682.86,1.004173,-2.5302172,22264,404_440_181
1769961,42,164,470,0.0,0,1.004734,20308138.67,1.004734,1.004734,1.004101,278598.72,1.005292,168654.72,1.004843,5.5897236,9067,164_470_42
4159746,166,382,530,0.0,0,0.998867,24991653.63,0.998867,0.998867,0.998867,163882.46,0.999124,90403.6,0.999032,-1.770258,21063,382_530_166
5088199,19,467,210,1641293.34,-1,0.99861,5653695.15,,,0.998458,1578.96,0.999571,4939.75,0.998728,0.43988228,25706,467_210_19
399651,33,37,470,1538172.48,1,1.00097,7552035.82,1.005695,1.00232,1.000663,17120.25,1.001031,24955.83,1.000813,-2.0897388,2082,37_470_33
3490226,46,322,60,2104182.46,1,1.001986,5323094.62,,,1.000586,5713.02,1.002045,38366.7,1.000776,32.520294,17716,322_60_46
3042201,13,281,170,0.0,0,1.00006,12115205.44,,,1.000181,2991.6,1.000421,6234.0,1.000259,2.1398067,15472,281_170_13
2778115,0,257,100,867618.24,1,1.000549,15525719.72,,,1.000326,17982.0,1.000549,9082.93,1.000474,-0.680089,14145,257_100_0
304871,3,28,490,0.0,0,0.999457,60490083.93,0.999457,0.999457,0.999457,72280.0,0.999547,88968.0,0.999497,0.7200241,1589,28_490_3
4905235,55,450,410,1933418.09,-1,1.000429,22843813.26,0.988116,0.996626,1.000429,50277.5,1.00061,55536.3,1.000515,-0.680089,24791,450_410_55
2922638,49,270,210,3136498.15,1,1.001917,5888669.6,,,1.001627,72500.64,1.001917,45602.8,1.001805,1.989603,14871,270_210_49
3222215,180,297,400,0.0,0,0.998668,8027754.8,0.998668,0.998668,0.998502,5998.0,0.999667,1080.9,0.999489,-33.429863,16375,297_400_180
49426,113,4,380,0.0,0,1.000571,17636482.99,1.000571,1.000571,1.000498,157157.0,1.000865,44918.5,1.000784,-1.9198656,258,4_380_113
1247427,95,116,340,610639.83,1,0.998116,183694697.61,0.998949,0.99857,0.99804,1318.0,0.998116,2372.58,0.998067,3.670454,6414,116_340_95
3239919,84,299,190,6826446.52,-1,0.999245,76765147.39,,,0.999245,29703.0,0.999447,36145.95,0.999336,2.0599365,16464,299_190_84
4744269,89,436,60,3870763.65,-1,1.000641,7668319.25,,,1.000641,7475.0,1.000909,10841.65,1.000751,4.980564,23986,436_60_89
2849759,4,263,400,619690.39,-1,0.996898,22815091.61,0.987767,0.992967,0.996898,659.48,0.997019,61833.75,0.996899,-0.45001507,14505,263_400_4
4373724,144,402,230,2371152.62,1,1.002369,17687899.23,,,1.002092,9041.25,1.002369,29880.55,1.002156,-7.7599287,22133,402_230_144
1555726,146,145,40,1977111.67,1,1.000207,5341292.37,,,0.998652,8670.5,1.000264,41164.53,0.998933,6.079674,7979,145_40_146
215225,21,20,220,888878.72,-1,0.99946,8269134.35,,,0.99946,51445.23,0.999592,14212.0,0.999563,-8.760095,1122,20_220_21
3445197,162,318,0,4741983.52,-1,0.999712,9872585.21,,,0.999677,9817.5,1.000924,28085.0,1.0,9.260178,17490,318_0_162
1256931,145,117,270,2792761.38,1,0.998621,4918881.53,,,0.998225,29031.75,0.998621,10102.0,0.998519,0.46014786,6462,117_270_145
13871,123,1,170,6271075.74,-1,0.999124,18918766.59,,,0.999124,39751.8,0.999267,120667.5,0.999159,-6.120205,72,1_170_123
1294330,113,120,520,3036483.37,-1,1.003005,34466445.76,1.000949,1.001977,1.003005,64396.0,1.003348,12239.42,1.003293,-8.119941,6652,120_520_113
4262269,89,392,160,1560862.96,1,0.999891,11865680.38,,,0.99965,8715.0,1.000132,24912.0,0.999775,-25.820137,21576,392_160_89
1951508,120,181,330,15145.86,-1,1.001403,8427367.4,1.000119,1.001403,1.001403,85583.05,1.00166,78273.0,1.001537,-4.1997433,9988,181_330_120
853459,93,80,120,0.0,0,1.000867,7992457.42,,,1.000424,21325.5,1.000867,3386.5,1.000806,-12.350082,4412,80_120_93
2616794,68,242,240,9064713.72,1,0.999046,9902333.85,,,0.998963,1559.09,0.999046,43538.22,0.998966,-1.1599064,13334,242_240_68
457446,16,43,150,6428006.25,1,0.999091,6916325.89,,,0.998426,7665.9,0.999091,2557.0,0.998925,-9.949803,2380,43_150_16
1679321,22,156,270,5508707.14,1,1.001883,33709396.66,,,1.00155,24056.0,1.001883,6196.48,1.001814,-14.150143,8607,156_270_22
4947816,36,454,340,2191796.16,1,0.997526,33650727.89,1.018036,1.008135,0.997462,66710.2,0.99759,42513.84,0.99754,17.420053,25004,454_340_36
4898946,166,450,90,3190327.77,1,1.000701,16504201.3,,,1.000444,109775.8,1.000701,234354.93,1.000526,1.5497208,24759,450_90_166
3096175,58,286,130,342734.64,-1,1.000924,32218697.56,,,1.000656,41073.0,1.001704,6578.56,1.001559,-4.4202805,15743,286_130_58
4858462,82,446,270,85575.49,-1,0.998407,692718.96,,,0.998407,48628.28,1.00358,130887.92,0.999814,41.300056,24557,446_270_82
3044756,181,281,290,3843456.86,-1,1.001793,9319509.73,,,1.001677,17234.0,1.002026,2758.4,1.001978,10.880232,15484,281_290_181
4844081,101,445,100,0.0,0,0.996181,3752770.3,,,0.996173,246272.0,0.996748,70227.99,0.99662,-15.869737,24485,445_100_101
2402427,24,222,470,0.0,0,0.996992,37243809.48,0.996992,0.996992,0.996936,16400.41,0.997047,46216.2,0.996965,-2.4700165,12257,222_470_24
3982735,155,366,480,1956269.35,1,1.001835,14120456.43,1.004655,1.003301,1.001722,4884.0,1.001948,108005.12,1.001732,0.4696846,20178,366_480_155
2342307,2,217,200,214769.87,-1,0.997503,2117068.59,,,0.997392,8959.0,0.998616,18657.6,0.997789,-1.8501282,11955,217_200_2
295427,166,27,540,984522.56,1,1.000187,29924931.32,1.000461,1.000461,0.999914,185637.45,1.000187,148908.88,1.000066,0.77962875,1539,27_540_166
3843325,145,354,110,317644.19,1,1.001554,779361.62,,,1.001223,40215.54,1.001554,10927.47,1.001483,2.7501583,19481,354_110_145
1633029,25,152,120,1968656.5,1,1.001845,7601533.26,,,1.001546,8443.68,1.001845,10055.0,1.001682,10.010004,8372,152_120_25
5177730,150,475,280,23067637.87,-1,0.997822,42644822.93,,,0.997781,2438.7,0.998149,88557.48,0.997791,0.51021576,26153,475_280_150
2640022,13,244,310,883478.77,-1,1.00049,27586261.78,0.996295,0.996295,1.00039,11717.55,1.00089,31362.6,1.000526,6.519556,13451,244_310_13
4624698,118,425,130,9235820.5,-1,1.001827,25776124.15,,,1.001564,1293.02,1.002323,157868.0,1.00157,5.8698654,23388,425_130_118
4196385,5,386,170,0.0,0,0.998643,4765617.75,,,0.998643,781.2,0.998898,3907.0,0.998685,3.0601025,21247,386_170_5
3166847,85,292,380,3046338.02,1,1.003883,5943813.1,1.07577,1.04403,1.002482,63384.44,1.004444,28815.36,1.003832,-9.539723,16098,292_380_85
1017502,68,95,220,0.0,0,1.002244,21920705.96,,,1.002003,13358.95,1.002565,62460.0,1.002102,-1.72019,5247,95_220_68
3289641,6,303,480,953813.28,-1,0.994695,8563946.78,0.993367,0.994469,0.994501,157787.72,0.99489,3071.0,0.994882,4.6801567,16713,303_480_6
3725302,122,343,260,1636414.18,1,1.005905,7905084.5,,,1.005158,235549.85,1.005905,116725.12,1.005658,-3.439784,18891,343_260_122
4991105,125,458,300,21869287.07,1,1.001467,125713245.41,1.013093,1.013093,1.002373,23352.18,1.003611,21064.0,1.003024,-9.229779,25220,458_300_125
4565459,79,419,470,0.0,0,1.003387,43565848.9,1.003387,1.003387,1.003387,504934.14,1.00405,190435.5,1.003869,-5.4997206,23092,419_470_79
4104923,143,377,540,31658.39,1,1.003358,311014.76,1.006353,1.003358,1.000363,204969.12,1.003358,109615.35,1.002317,-0.8702278,20789,377_540_143
4130831,51,380,190,1803780.11,-1,1.000577,4238582.7,,,1.000577,19358.85,1.001056,6330.68,1.000938,-0.46014786,20919,380_190_51
3413514,79,315,70,197039.66,1,0.999495,12940977.2,,,0.998748,122295.39,0.999495,57908.64,0.999255,10.099411,17332,315_70_79
1506283,150,140,280,7005284.16,-1,0.994297,20707083.56,,,0.993899,47432.0,0.994863,17092.08,0.994608,-13.909936,7728,140_280_150
3057755,45,282,400,5479407.94,-1,0.999891,910606448.22,0.998793,0.998956,0.999932,5408.48,0.999973,49170.0,0.999936,0.6198883,15550,282_400_45
4800158,178,441,100,0.0,0,1.000123,7837150.53,,,0.999965,1518.48,1.000123,8036.56,0.99999,-1.2499094,24265,441_100_178
4274347,167,393,210,5088083.46,-1,0.999504,7982509.44,,,0.999504,25195.0,0.999802,30646.24,0.999638,-2.7102232,21636,393_210_167
952299,72,89,210,7144490.5,1,1.001797,55328773.63,,,1.001689,9308.5,1.001797,14522.82,1.001732,5.669594,4916,89_210_72
4474605,25,411,330,845492.56,1,1.002902,14872431.57,1.019451,1.007015,1.002423,5239.5,1.002902,10693.68,1.002581,-3.3700466,22638,411_330_25
1183116,5,110,380,0.0,0,0.998555,18586558.87,0.998555,0.998555,0.99825,2953.65,0.998555,2757.58,0.998408,-10.910034,6088,110_380_5
2970203,53,274,400,0.0,0,1.001591,27267465.44,1.001591,1.001591,1.001591,13041.76,1.001819,58613.1,1.001633,1.4102459,15110,274_400_53
2476499,68,229,340,2016021.09,-1,0.994638,61116137.49,0.974717,0.987442,0.994638,1586.76,0.994814,26072.8,0.994648,-11.7099285,12629,229_340_68
4650800,20,427,340,0.0,0,1.001076,25713727.06,1.001076,1.001076,1.000607,68295.68,1.001563,165027.63,1.000887,-1.3297796,23519,427_340_20
1036144,195,97,60,3937814.4,1,1.000826,22243181.57,,,1.000711,41434.25,1.000826,11690.16,1.000801,-1.450181,5341,97_60_195
4087334,154,376,210,1629314.04,1,0.999624,2460546.09,,,0.999205,30383.25,0.999624,31945.6,0.999409,3.8194656,20701,376_210_154
238881,61,22,350,0.0,0,1.000565,10305062.63,1.000565,1.000565,1.000462,16442.4,1.000669,31101.91,1.000533,4.9698353,1245,22_350_61
2411016,56,223,350,157584.26,-1,1.008199,8898489.26,1.006168,1.007116,1.008199,15932.3,1.00847,1787.28,1.008443,-12.350082,12300,223_350_56
4939027,47,453,450,1628700.29,1,0.999404,9488930.23,1.029812,1.015104,0.999313,99453.5,0.999404,17943.12,0.99939,3.119707,24960,453_450_47
43988,48,4,100,332199.85,1,1.001067,9005156.91,,,1.000769,47090.0,1.001152,24260.62,1.001022,5.5503845,230,4_100_48
880835,28,82,420,0.0,0,1.001008,47232280.98,1.001008,1.001008,1.000918,86326.24,1.001099,1872.21,1.001095,4.659891,4552,82_420_28
1992822,51,185,220,2683352.76,-1,1.00087,16031798.86,,,1.000634,84.71,1.001224,8476.0,1.000639,-9.359717,10197,185_220_51
447254,108,42,170,9180501.51,1,0.999533,6020105.5,,,0.998366,1060.76,0.99957,1593.06,0.998847,6.3204765,2327,42_170_108
2693266,125,249,230,271981.53,1,0.999444,6396756.34,,,0.99849,2303.4,0.999487,24209.85,0.998577,30.150414,13718,249_230_125
